DateTime,ma_state,divergence_buy_condition,divergence_threshold,divergence_ratio,rsiValueThd,rsi,ma_buy_condition,rsi_buy_condition,buy_condition
2021-02-05,1.0,False,0.037,0.0,24,,False,False,False
2021-02-08,1.0,False,0.037,0.0,24,,False,False,False
2021-02-09,1.0,False,0.037,0.0,24,,False,False,False
2021-02-10,1.0,False,0.037,-0.009564461307406423,24,,False,False,False
2021-02-18,1.0,False,0.037,-0.016991977765144356,24,,False,False,False
2021-02-19,1.0,False,0.037,-0.016078184110970905,24,,False,False,False
2021-02-22,0.0,False,0.037,0.00576120486300109,24,,False,False,False
2021-02-23,0.0,False,0.037,0.0190065484746848,24,33.32898264214711,False,False,False
2021-02-24,0.0,True,0.037,0.04579168010319273,24,23.243723740295366,False,False,True
2021-02-25,0.0,True,0.037,0.05789319535292397,24,20.79646419016784,False,False,True
2021-02-26,0.0,True,0.037,0.07610513739546015,24,17.500336083027065,False,False,True
2021-03-01,0.0,True,0.037,0.07867957309506085,24,23.63940929937492,False,False,True
2021-03-02,0.0,True,0.037,0.08173157278957047,24,19.563261483618803,False,False,True
2021-03-03,0.0,True,0.037,0.07170575333220829,24,30.10827449798751,False,False,True
2021-03-04,0.0,True,0.037,0.0737058621871786,24,22.05133239208942,False,False,True
2021-03-05,0.0,True,0.037,0.06319832402234626,24,25.305231954568953,False,False,True
2021-03-08,0.0,True,0.037,0.07560780122896094,24,17.89667632371534,False,False,True
2021-03-09,0.0,True,0.037,0.07958792961983781,24,15.242501987085873,False,False,True
2021-03-10,0.0,True,0.037,0.08504724847137277,24,26.06664667832041,False,False,True
2021-03-11,0.0,True,0.037,0.06403755868544585,24,37.495766094097654,False,False,True
2021-03-12,0.0,False,0.037,0.03696682464454961,24,37.24696841653336,False,False,False
2021-03-15,0.0,False,0.037,0.02933844678811131,24,29.306546654235007,False,False,False
2021-03-16,0.0,False,0.037,0.027716079188797718,24,38.86416938304609,False,False,False
2021-03-17,0.0,False,0.037,0.021495963427682098,24,43.33322707585923,False,False,False
2021-03-18,1.0,False,0.037,-0.0020485806262803973,24,50.94047519494901,False,False,False
2021-03-19,1.0,False,0.037,-0.011887218783770376,24,42.88122997973302,False,False,False
2021-03-22,1.0,False,0.037,-0.014084507042253412,24,44.16936314660112,False,False,False
2021-03-23,1.0,False,0.037,-0.009582139681912474,24,45.13176932432787,False,False,False
2021-03-24,1.0,False,0.037,-0.008579035598067226,24,43.81017295568101,False,False,False
2021-03-25,1.0,False,0.037,-0.0029463759575722543,24,42.36290482597027,False,False,False
2021-03-26,1.0,False,0.037,-0.0063557250415566145,24,56.794440500747505,False,False,False
2021-03-29,1.0,False,0.037,-0.017352310391889163,24,62.3007427876529,False,False,False
2021-03-30,1.0,False,0.037,-0.031368359716422295,24,65.09525709295268,False,False,False
2021-03-31,1.0,False,0.037,-0.028284583454001325,24,56.690691114181824,False,False,False
2021-04-01,1.0,False,0.037,-0.026980316850696212,24,63.93417282368233,False,False,False
2021-04-02,1.0,False,0.037,-0.03401619818961417,24,74.72321342013038,False,False,False
2021-04-06,1.0,False,0.037,-0.04438543247344465,24,67.33714909193017,False,False,False
2021-04-07,1.0,False,0.037,-0.038715769593956575,24,52.4817660301249,False,False,False
2021-04-08,1.0,False,0.037,-0.025255844521641257,24,59.44114308382987,False,False,False
2021-04-09,1.0,False,0.037,-0.01010479041916156,24,49.172181745328736,False,False,False
2021-04-12,1.0,False,0.037,-0.0028915213133102555,24,46.20880894987029,False,False,False
2021-04-13,0.0,False,0.037,0.00901068276823025,24,50.20964513655106,False,False,False
2021-04-14,0.0,False,0.037,0.0077835433654559,24,54.63789502560495,False,False,False
2021-04-15,0.0,False,0.037,0.0058360352014821424,24,48.488622876294414,False,False,False
2021-04-16,0.0,False,0.037,0.002313743637204866,24,55.864300246677345,False,False,False
2021-04-19,0.0,False,0.037,0.0001845358922311415,24,60.985130171787105,False,False,False
2021-04-20,1.0,False,0.037,-0.009115182764018147,24,63.66768588644032,False,False,False
2021-04-21,1.0,False,0.037,-0.01924670779998167,24,67.95229373602706,False,False,False
2021-04-22,1.0,False,0.037,-0.024291497975708523,24,67.95229373602706,False,False,False
2021-04-23,1.0,False,0.037,-0.02812127873958055,24,73.48509452607182,False,False,False
2021-04-26,1.0,False,0.037,-0.026156941649899193,24,60.38663097802809,False,False,False
2021-04-27,1.0,False,0.037,-0.024856596558317453,24,65.50976796662758,False,False,False
2021-04-28,1.0,False,0.037,-0.020906869399945686,24,70.03151052108771,False,False,False
2021-04-29,1.0,False,0.037,-0.02518891687657417,24,73.65771624219666,False,False,False
2021-04-30,1.0,False,0.037,-0.024805229694635875,24,66.37044953377955,False,False,False
2021-05-06,1.0,False,0.037,-0.012676307802178094,24,45.92462765833813,False,False,False
2021-05-07,0.0,False,0.037,0.005085199393344669,24,38.71069836650708,False,False,False
2021-05-10,0.0,False,0.037,0.024224546348439988,24,31.328893609090343,False,False,False
2021-05-11,0.0,False,0.037,0.025384340364676503,24,49.44816577637082,False,False,False
2021-05-12,0.0,False,0.037,0.017694369973190422,24,54.73363776244023,False,False,False
2021-05-13,0.0,False,0.037,0.0027690933452434643,24,56.191058602547095,False,False,False
2021-05-14,1.0,False,0.037,-0.007497322384862436,24,63.8794895216912,False,False,False
2021-05-17,1.0,False,0.037,-0.01866666666666674,24,71.7148523506402,False,False,False
2021-05-18,1.0,False,0.037,-0.029594187488924378,24,71.7148523506402,False,False,False
2021-05-19,1.0,False,0.037,-0.03431199151043508,24,68.21223076519848,False,False,False
2021-05-20,1.0,False,0.037,-0.0359001499514862,24,74.11260151021061,False,False,False
2021-05-21,1.0,False,0.037,-0.035016716522962996,24,67.69867114622215,False,False,False
2021-05-24,1.0,False,0.037,-0.0377622377622378,24,74.35647700272749,False,False,False
2021-05-25,1.0,False,0.037,-0.04340307798720381,24,82.99111933649243,False,False,False
2021-05-26,1.0,False,0.037,-0.04894507559579746,24,80.4946952107821,False,False,False
2021-05-27,1.0,False,0.037,-0.05209742895805143,24,81.5725201612538,False,False,False
2021-05-28,1.0,False,0.037,-0.04143600067102837,24,73.94519561368742,False,False,False
2021-05-31,1.0,False,0.037,-0.03269822780597394,24,74.63689526966448,False,False,False
2021-06-01,1.0,False,0.037,-0.025361420900454314,24,76.79321322426748,False,False,False
2021-06-02,1.0,False,0.037,-0.019007652431498608,24,61.534557782605965,False,False,False
2021-06-03,1.0,False,0.037,-0.01400606110246527,24,65.76693812772963,False,False,False
2021-06-04,1.0,False,0.037,-0.00920270380324127,24,70.50047519224765,False,False,False
2021-06-07,1.0,False,0.037,-0.011348897535668012,24,71.8622265292119,False,False,False
2021-06-08,1.0,False,0.037,-0.00064724919093844,24,41.82723665269501,False,False,False
2021-06-09,0.0,False,0.037,0.010589281383881677,24,45.169247315925155,False,False,False
2021-06-10,0.0,False,0.037,0.017566583016271467,24,51.0721250210538,False,False,False
2021-06-11,0.0,False,0.037,0.015988961934907744,24,41.27898818001299,False,False,False
2021-06-15,0.0,False,0.037,0.017103762827821976,24,38.258256258592326,False,False,False
2021-06-16,0.0,False,0.037,0.025020441537203782,24,32.28602505157136,False,False,False
2021-06-17,0.0,False,0.037,0.024030181251537636,24,42.71820051523486,False,False,False
2021-06-18,0.0,False,0.037,0.02455909015988115,24,34.98000261865516,False,False,False
2021-06-21,0.0,False,0.037,0.023001820287936566,24,33.22461267025403,False,False,False
2021-06-22,0.0,False,0.037,0.023093537132414133,24,40.223962172083134,False,False,False
2021-06-23,0.0,False,0.037,0.023084643693543013,24,29.42784174582016,False,False,False
2021-06-24,0.0,False,0.037,0.01995453397322572,24,34.55138198723546,False,False,False
2021-06-25,0.0,False,0.037,0.01720067453625634,24,50.06082866376724,False,False,False
2021-06-28,0.0,False,0.037,0.004644093557375603,24,53.01316690005346,False,False,False
2021-06-29,1.0,False,0.037,-0.002880867649551058,24,43.92450929996143,False,False,False
2021-06-30,1.0,False,0.037,-0.0038177653346907923,24,49.933002589398114,False,False,False
2021-07-01,1.0,False,0.037,-0.004835836090608217,24,55.49633562994845,False,False,False
2021-07-02,1.0,False,0.037,-0.0011898691143972851,24,37.25233131601777,False,False,False
2021-07-05,0.0,False,0.037,0.005713311162274918,24,35.26340809469107,False,False,False
2021-07-06,0.0,False,0.037,0.019410004275331363,24,31.708270523891244,False,False,False
2021-07-07,0.0,False,0.037,0.019010104469943445,24,40.29175108352131,False,False,False
