DateTime,OpenValue,CloseValue,HighValue,LowValue,Volume,ChangeRate,涨跌幅,涨跌额,amount,振幅
2025-07-09 11:30:00,0.636,0.641,0.644,0.635,229217,4.12,0.63,0.004,14684536.0,1.41
2025-07-09 15:00:00,0.642,0.64,0.642,0.637,117233,2.11,-0.16,-0.001,7497886.0,0.78
2025-07-10 11:30:00,0.639,0.636,0.639,0.634,182824,3.33,-0.63,-0.004,11619998.0,0.78
2025-07-10 15:00:00,0.635,0.64,0.641,0.635,151429,2.76,0.63,0.004,9670523.0,0.94
2025-07-11 11:30:00,0.639,0.645,0.645,0.638,332147,5.92,0.78,0.005,21345308.0,1.09
2025-07-11 15:00:00,0.645,0.643,0.648,0.642,131392,2.34,-0.31,-0.002,8475279.0,0.93
2025-07-14 11:30:00,0.641,0.641,0.643,0.639,139416,2.4,-0.31,-0.002,8937665.0,0.62
2025-07-14 15:00:00,0.641,0.644,0.645,0.64,86421,1.49,0.47,0.003,5554405.0,0.78
2025-07-15 11:30:00,0.641,0.635,0.642,0.635,297129,5.11,-1.4,-0.009,18956969.0,1.09
2025-07-15 15:00:00,0.635,0.638,0.639,0.635,66825,1.19,0.47,0.003,4259394.0,0.63
2025-07-16 11:30:00,0.635,0.639,0.642,0.635,187537,3.34,0.16,0.001,12008415.0,1.1
2025-07-16 15:00:00,0.64,0.641,0.641,0.639,96107,1.65,0.31,0.002,6152908.0,0.31
2025-07-17 11:30:00,0.641,0.642,0.645,0.641,192932,3.32,0.16,0.001,12400028.0,0.62
2025-07-17 15:00:00,0.642,0.644,0.644,0.641,90079,1.64,0.31,0.002,5794487.0,0.47
2025-07-18 11:30:00,0.643,0.648,0.652,0.643,392162,7.14,0.62,0.004,25444821.0,1.4
2025-07-18 15:00:00,0.649,0.65,0.651,0.647,98267,1.79,0.31,0.002,6380921.0,0.62
2025-07-21 11:30:00,0.652,0.649,0.652,0.648,193507,3.53,-0.15,-0.001,12553064.0,0.62
2025-07-21 15:00:00,0.649,0.65,0.651,0.648,97584,1.74,0.15,0.001,6340107.0,0.46
2025-07-22 11:30:00,0.65,0.655,0.656,0.649,202937,3.62,0.77,0.005,13235974.0,1.08
2025-07-22 15:00:00,0.656,0.662,0.663,0.656,293065,5.34,1.07,0.007,19330742.0,1.07
2025-07-23 11:30:00,0.661,0.665,0.666,0.661,1319980,22.68,0.45,0.003,87715182.0,0.76
2025-07-23 15:00:00,0.665,0.659,0.667,0.659,127820,2.33,-0.9,-0.006,8475959.0,1.2
2025-07-24 11:30:00,0.659,0.661,0.663,0.659,159608,2.91,0.3,0.002,10555686.0,0.61
2025-07-24 15:00:00,0.662,0.665,0.665,0.661,113308,1.64,0.61,0.004,7513324.0,0.61
2025-07-25 11:30:00,0.667,0.657,0.667,0.657,292394,4.2,-1.2,-0.008,19312265.0,1.5
2025-07-25 15:00:00,0.658,0.656,0.658,0.654,208140,2.99,-0.15,-0.001,13654380.0,0.61
2025-07-28 11:30:00,0.656,0.649,0.656,0.649,345774,5.01,-1.07,-0.007,22498505.0,1.07
2025-07-28 15:00:00,0.649,0.652,0.653,0.648,110692,1.6,0.46,0.003,7198758.0,0.77
2025-07-29 11:30:00,0.653,0.648,0.655,0.646,247004,3.58,-0.61,-0.004,16031735.0,1.38
2025-07-29 15:00:00,0.648,0.65,0.65,0.647,121491,1.76,0.31,0.002,7886142.0,0.46
2025-07-30 11:30:00,0.648,0.657,0.658,0.648,297551,4.31,1.08,0.007,19469349.0,1.54
2025-07-30 15:00:00,0.657,0.656,0.658,0.651,154982,2.23,-0.15,-0.001,10154394.0,1.07
2025-07-31 11:30:00,0.654,0.645,0.654,0.643,524422,7.55,-1.68,-0.011,33907165.0,1.68
2025-07-31 15:00:00,0.645,0.642,0.645,0.639,227613,3.21,-0.47,-0.003,14604106.0,0.93
2025-08-01 11:30:00,0.641,0.64,0.643,0.639,207958,2.93,-0.31,-0.002,13332674.0,0.62
2025-08-01 15:00:00,0.64,0.641,0.641,0.638,120205,1.69,0.16,0.001,7688339.0,0.47
2025-08-04 11:30:00,0.64,0.641,0.641,0.638,140942,1.99,0.0,0.0,9019249.0,0.47
2025-08-04 15:00:00,0.641,0.642,0.643,0.639,83021,1.18,0.16,0.001,5322033.0,0.62
2025-08-05 11:30:00,0.642,0.647,0.647,0.642,142609,2.03,0.78,0.005,9196433.0,0.78
2025-08-05 15:00:00,0.646,0.647,0.648,0.646,124161,1.76,0.0,0.0,8034470.0,0.31
2025-08-06 11:30:00,0.648,0.648,0.649,0.644,168459,2.39,0.15,0.001,10887437.0,0.77
2025-08-06 15:00:00,0.648,0.648,0.649,0.646,86231,1.23,0.0,0.0,5584759.0,0.46
2025-08-07 11:30:00,0.646,0.65,0.651,0.646,179253,2.54,0.31,0.002,11636509.0,0.77
2025-08-07 15:00:00,0.651,0.65,0.651,0.648,79850,1.12,0.0,0.0,5185002.0,0.46
2025-08-08 11:30:00,0.651,0.648,0.651,0.645,122698,1.72,-0.31,-0.002,7942633.0,0.92
2025-08-08 15:00:00,0.648,0.647,0.648,0.646,69376,0.96,-0.15,-0.001,4488531.0,0.31
2025-08-11 11:30:00,0.647,0.653,0.653,0.646,167507,2.35,0.93,0.006,10894887.0,1.08
2025-08-11 15:00:00,0.652,0.654,0.656,0.652,770603,10.44,0.15,0.001,50311277.0,0.61
2025-08-12 11:30:00,0.654,0.658,0.662,0.653,336330,4.77,0.61,0.004,22130571.0,1.38
2025-08-12 15:00:00,0.658,0.653,0.658,0.652,135694,1.84,-0.76,-0.005,8877953.0,0.91
