DateTime,OpenValue,CloseValue,HighValue,LowValue,Volume,ChangeRate,成交额,振幅,涨跌幅,涨跌额
2021-02-05,1.01,1.024,1.035,1.001,2462633,44.86,251666926.0,3.32,0.0,0.0
2021-02-08,1.03,1.033,1.044,1.011,925005,16.62,95273195.0,3.22,0.88,0.009
2021-02-09,1.033,1.064,1.064,1.032,799947,14.38,83907136.0,3.1,3.0,0.031
2021-02-10,1.064,1.096,1.101,1.064,867443,15.59,94708255.0,3.48,3.01,0.032
2021-02-18,1.103,1.06,1.122,1.052,546324,9.82,59112107.0,6.39,-3.28,-0.036
2021-02-19,1.059,1.067,1.072,1.024,332862,5.98,34970909.0,4.53,0.66,0.007
2021-02-22,1.06,1.004,1.06,1.002,330798,5.94,33753323.0,5.44,-5.9,-0.063
2021-02-23,1.005,1.0,1.015,0.994,240635,4.32,24121652.0,2.09,-0.4,-0.004
2021-02-24,1.0,0.955,1.001,0.945,384401,6.91,37115868.0,5.6,-4.5,-0.045
2021-02-25,0.953,0.94,0.965,0.932,312029,5.61,29496360.0,3.46,-1.57,-0.015
2021-02-26,0.935,0.917,0.935,0.9,460872,8.28,42354733.0,3.72,-2.45,-0.023
2021-03-01,0.925,0.927,0.936,0.914,322406,5.79,29778619.0,2.4,1.09,0.01
2021-03-02,0.93,0.903,0.939,0.894,390131,7.01,35599390.0,4.85,-2.59,-0.024
2021-03-03,0.891,0.921,0.922,0.891,297851,5.35,27155970.0,3.43,1.99,0.018
2021-03-04,0.913,0.878,0.913,0.872,295542,5.31,26197146.0,4.45,-4.67,-0.043
2021-03-05,0.866,0.884,0.895,0.853,221939,3.99,19529047.0,4.78,0.68,0.006
2021-03-08,0.884,0.833,0.891,0.833,237328,4.32,20309356.0,6.56,-5.77,-0.051
2021-03-09,0.833,0.807,0.835,0.798,273897,4.92,22395871.0,4.44,-3.12,-0.026
2021-03-10,0.822,0.829,0.837,0.819,204193,3.72,16958958.0,2.23,2.73,0.022
2021-03-11,0.832,0.856,0.866,0.823,184410,3.36,15703649.0,5.19,3.26,0.027
2021-03-12,0.856,0.855,0.86,0.838,140862,2.57,11951921.0,2.57,-0.12,-0.001
2021-03-15,0.85,0.82,0.855,0.81,185168,3.37,15260721.0,5.26,-4.09,-0.035
2021-03-16,0.82,0.842,0.842,0.82,214656,3.86,17904089.0,2.68,2.68,0.022
2021-03-17,0.84,0.853,0.855,0.825,192777,3.51,16326742.0,3.56,1.31,0.011
2021-03-18,0.853,0.873,0.878,0.853,262505,4.78,22820335.0,2.93,2.34,0.02
